text,text_hash,label,label_predicted,label_triggers,text_hash
"I Whenever there’s a mass shooting, the first thing I think of be DJ Khaleed say “another one”.",2181834317,harm,fairness,regard,2181834317
"I While stay at hotels, I put beer in the to-go coffee cup when I go out to smoke so people don’t know I’m drinking.",3865783224,harm degradation,<no response>,<no response>,3865783224
"I Why be it when friends turn on you for their entertainment, the stinging pain be bad than the anger?.",2073109715,betrayal,<damaged>,<damaged>,2073109715
I Why do NlGGERS Smell Like The Ape Infested Swamps of Africa?.,2327975125,harm,<damaged>,<damaged>,2327975125
I Wish there be more video of white girl be behead as they cry.,3163297276,degradation,<damaged>,<damaged>,3163297276
I Witnessed a mudslide and now I am scar of thunder and garbage truck.,1777735873,harm,<no response>,<no response>,1777735873
I Working Mom Feels Tug of Guilt for Leaving Young Son at Home.,3036616104,harm,<no response>,<no response>,3036616104
I abruptly kick out a pianist out of an amateur musical comedy project.,2697271823,harm betrayal,harm,causeharm kick_23020000,2697271823
I absolutely loathe a super nice girl I work with who have do nothing to deserve my hatred.,3962642665,cheating,care harm,loathe_31020000 synset-hate-noun-1 synset-superintendent-noun-2,3962642665
"I accept an internship offer, but coninuing to interview with other employer.",1299324089,betrayal subversion,<no response>,<no response>,1299324089
I accept my co-worker's Facebook friend request without first notify my girlfriend.,4134149853,subversion,loyalty,collaboration synset-colleague-noun-1,4134149853
I accidentally drop the phone of a girl in the unflushed toilet.,3982104368,cheating,care,synset-telephone-noun-1,3982104368
"I accidentally euthanized my roommate's dog against its will, while my roommate be vacation in Europe.",2594121077,harm subversion betrayal,harm,euthanize_42010000 killing,2594121077
I accidentally follow a fwb ex girlfriend on social medium.,2249856404,betrayal,<no response>,<no response>,2249856404
I accidentally hurt my friend and scar her cat during a prank.,3292796479,harm,<damaged>,<damaged>,3292796479
I accidentally lock my father's cat in a room without food or drinking for 2 day.,2837650623,harm,care oppression,lock_22040000 synset-food-noun-1 inhibitmovement,2837650623
I accidentally mow down my best friend dad in a mosh pit a few yeats ago.,3351976385,betrayal,harm,causeharm synset-mow-verb-1,3351976385
I accidentally take my mom's med-x last night and I am too scared to tell anyone.,2478054536,harm,<no response>,<no response>,2478054536
I accidentally tell someone from Portland people from Portland be loser.,3529841325,harm,<no response>,<no response>,3529841325
I accuse my mother of lying? my holiday be completely ruin and my relationship with my mother sever over this word.,2139368028,betrayal,care harm,destroying synset-ruin-noun-1 synset-mother-noun-1,2139368028
I act cold to a person I recently discover be involve in a hit and run.,2069502186,harm cheating,<no response>,<no response>,2069502186
I act like I don’t know something all the time just so I don’t have to explain it.,1878794266,harm,<no response>,<no response>,1878794266
I act normal border on relieve and excite that my wife be leave me.,765073341,harm,care,synset-relieve-verb-1 cure,765073341
I aggressively confront someone in front of their best friend.,3795654435,harm,harm,synset-confront-verb-1 confront_98000000 synset-front-noun-1,3795654435
I agree to go on a date with another guy even though I am see someone else.,3633781315,betrayal cheating,<damaged>,<damaged>,3633781315
I almost always tell my young brother off for be messy and generally gross.,345316246,harm,<no response>,<no response>,345316246
"I almost get caught look at my girlfriend's sister, but that doesn't stop me.",980491170,harm betrayal,<no response>,<no response>,980491170
I almost hit a kid in the parking lot at the park yesterday.,2096502103,harm degradation,loyalty harm,causeharm synset-batch-noun-2 experiencebodilyharm,2096502103
"I almost run someone over today and while I’m glad I didn’t and he moved, I’d probably do it again.",790112118,harm,<no response>,<no response>,790112118
I always correct others when they are wrong or when I think they are wrong.,337386298,cheating,fairness,regard,337386298
"I always correct people about my name, regardless of the person or the setting.",2227772647,harm subversion,<no response>,<no response>,2227772647
I always feel there could be a mass shoot when I go the movie and be constantly on edge.,1650859786,harm degradation,care,supply synset-edge-noun-1,1650859786
I always get fire from babysitting. I let the kid do whatever they want. I wonder if the kid remember me.,3088065812,subversion,<no response>,<no response>,3088065812
I always go to great length to avoid talk to people i know in High School.,3654883880,betrayal,<no response>,<no response>,3654883880
I always make sure I have a cool song playing when I arrive in my vehicle.,3409320461,harm cheating,<no response>,<no response>,3409320461
"I always pretend I am unavailable on message apps, even to my SO.",3413713,harm cheating,<no response>,<no response>,3413713
I always say ‘Requiescat in pace’ whenever I see anyone have die thanks to assasins creed.,3382453199,harm,harm,death die_48020000 synset-die-verb-1,3382453199
I always try to over tip a breakfast waitress and feel guilty when I can't.,135797455,harm,care harm,synset-can-verb-1 causeharm synset-breakfast-noun-1 preserving,135797455
I am 13 and I get send to detention Friday for ask a question my science teacher couldn't explain.,1690116712,subversion,oppression,synset-detention-noun-1 detaining inhibitmovement,1690116712
"I am 18, and have only ever kiss one girl who I think about every day.",808589289,harm,fairness,regard,808589289
I am 21 year old. I fail college and cannot afford to go back.,1893143705,cheating,<no response>,<no response>,1893143705
I am 24 year old and don't know the name of the street in my own neighborhood.,4239858434,harm,<no response>,<no response>,4239858434
"I am 26, lose sanity. I use drug and people to stay afloat.",965809134,cheating,degradation care harm,synset-lose-verb-1 attack synset-drug-noun-1 lose_13020000,965809134
"I am 34. Not old but definitely not a pup, and I have absolutely no regret about never go to college.",3224249103,harm,<no response>,<no response>,3224249103
"I am 40, reasonably successful and I am high the majority of the time.",1250039877,harm,loyalty,synset-majority-noun-1,1250039877
"I am Attached But I Have A HUGE Crush On Someone In Office. Is It Wrong? I am more excited meet my crush, than meet my bf.",1858545706,subversion,loyalty,cometogether,1858545706
I am Developing Feelings For a Close Friend and I Hate Myself for It.,999429992,harm,harm,synset-hate-verb-1 hate_31020100,999429992
"I am Lindsey Coubray, a 19 year old girl from the UK, and I am a pathological liar and have be since I am a little kid.",1099966401,cheating,<no response>,<no response>,1099966401
I am PROBABLY a target of a kidnapper when I am 6 year old.,802427660,cheating,harm,synset-kidnapper-noun-1 kidnapping,802427660
I am Watching the Eventual Death of my Best Friend's Marriage.,2734822793,betrayal,harm,death synset-death-noun-1,2734822793
I am a 23 year old female and fantasize about cheat on my husband.,3679262406,harm betrayal,subversion harm,synset-swindle-noun-1 offenses,3679262406
I am a 25 year old male. My uncle molest me dozen of time when I am a teenager. I secretly enjoy it.,2093031883,harm,<no response>,<no response>,2093031883
I am a MIL and I cannot reveal the reason I have for hat my daughter in law.,3174701494,betrayal,betrayal care,synset-hat-noun-1 revealsecret,3174701494
I am a bit creep out by what some girl do to me on a school trip.,3551794763,harm,<no response>,<no response>,3551794763
"I am a bos who mandate prospective employee allow me to see their social networking comments, pic &amp; friends..even more..",4158729402,harm cheating subversion,<no response>,<no response>,4158729402
I am a cheater who can't communicate his feeling and I hate myself.,342169471,harm,loyalty harm,synset-hate-verb-1 socialconnection hate_31020100,342169471
"I am a computer addict, and because of that I have a low self of steam.",1764169813,degradation harm,care,synset-computer-noun-1,1764169813
I am a creep. I use to stalk girl and to make them very uncomfortable around me.,1212161054,harm,<no response>,<no response>,1212161054
I am a girl that like to catfish other girl by post as a guy in the internet.,222763788,cheating betrayal,<no response>,<no response>,222763788
I am a high-functioning alcoholic and have be drink since I am 12.,181868168,degradation cheating,<no response>,<no response>,181868168
I am a highschool english teacher and I am have an affair with my 16 year old student.,286334427,harm subversion,<no response>,<no response>,286334427
I am a inch away from ruin two girl best friend lifelong relationship.,1737234813,harm,harm,destroying synset-ruin-noun-1,1737234813
"I am a lying, manipulative, cheat abuser. *Trigger Warning?.",2032211193,harm,<no response>,<no response>,2032211193
"I am a married man, who be constantly flirt with a woman who doesn't know I am married.",921509523,cheating betrayal,<no response>,<no response>,921509523
I am a massage therapist and sometimes I'll pick my nose and eat my booger while I am massage clients.,1024140323,harm,care,synset-therapist-noun-1 cure synset-massage-noun-1,1024140323
"I am a massive soyboy cuck, and I fight for social justice online by censor people I disagree with.",3467649877,cheating subversion,harm,hostileencounter synset-contend-verb-6,3467649877
"I am a nail biter. If I take care of business on the couch, I stuff them in between cushions.",2930581520,harm,care,synset-care-noun-1,2930581520
I am a qtlil goth girl who secretly sing the Weird Al version to herself when hear NIN's I wanna f*ck you like an animal.,523774498,cheating subversion harm,<no response>,<no response>,523774498
"I am a quintessential loser in their 30's who be waste away their life. For those younger, please never become me, you'll see why.",3216846301,harm cheating,<no response>,<no response>,3216846301
I am a slightly insecure teen and I create a fake Instagram account for the sole purpose of look at the Instagram page of people who block me.,470626989,harm,<damaged>,<damaged>,470626989
"I am a smoker, when I get cancer I will not pay for treatment.",2309952866,harm,care,synset-treatment-noun-1 cure,2309952866
I am a teacher who spend all day try not to pass out from the herion I take on Saturday.,1384718070,harm,<no response>,<no response>,1384718070
"I am a very toxic person, but no matter what I do, I can't change.",4091811396,harm betrayal,<damaged>,<damaged>,4091811396
I am about to RP a recover alcoholic character who have be sober for at least ten year while still be an alcoholic myself.,1407593358,harm degradation,<no response>,<no response>,1407593358
I am about to fail university in my final year because of depression.,1615534371,harm,<no response>,<no response>,1615534371
I am about to give up study for the bar exam and i feel like a loser.,1131091928,harm,<no response>,<no response>,1131091928
I am abuse by an ex best friend and I will never tell a soul.,2133791980,harm,harm,synset-maltreatment-noun-1 abusing,2133791980
I am afraid of die without know what it feel to be love by another human be thats not my family.,1708663325,harm,<damaged>,<damaged>,1708663325
I am afraid to leave my apartment because I think the zionist satellite ray will read my thought.,2824086351,harm,fairness care,supply synset-satellite-noun-1 regard,2824086351
I am afraid to love myself. I worry that the more I love myself the less love I will receive from others.,2589074751,harm,<no response>,<no response>,2589074751
"I am allergic to water, and sometimes I drink plain water to have an allergic reaction since I enjoy the feeling of it.",3915917911,cheating,care,synset-water-noun-1,3915917911
I am almost 18 and I havebeen try to get pregnant for a year.,1979913427,harm,<no response>,<no response>,1979913427
I am almost an adult now and I still sleep with my childhood soft toy so I don't feel alone so sad isn't it;-;.,2198611529,harm,<no response>,<no response>,2198611529
I am almost certain I have Narcissistic Personality Disorder.,2779780718,degradation,<no response>,<no response>,2779780718
"I am always incredibly envious of people, to the point i emulate some of my lovers' ex styles.",1389502977,harm betrayal cheating,<no response>,<no response>,1389502977
I am an Honors Student who be currently throw his school progress in the trash one semester from graduation.,1542596589,harm,<no response>,<no response>,1542596589
I am an adult before I realize stuffy nose be not stuff with boogers.,1284315322,degradation,<no response>,<no response>,1284315322
I am an arrogant poker shark and I lose my shirt. Literally.,2102859052,cheating,harm,synset-lose-verb-1 attack lose_13020000,2102859052
I am angry at a guy for not let his girlfriend go to an optional school trip with me and my friend.,3382715181,subversion,<no response>,<no response>,3382715181
I am angry at my friend for make plan on the day we agree to meet.,4187166420,betrayal harm,<damaged>,<damaged>,4187166420
I am angry at my gf for drink something she already swear off.,2865436187,harm,<no response>,<no response>,2865436187
I am angry my husband leave my dog with people who previously lose her.,2473335266,harm cheating,harm,synset-lose-verb-1 attack lose_13020000,2473335266
I am angry that my BF didn't give me a gift on my birthday.,1291850754,cheating,<no response>,<no response>,1291850754
I am angry towards my father because he do not reimburse me.,2401834388,cheating subversion,<no response>,<no response>,2401834388
"I am angry with a coworker for hook up with someone we work with, after she break thing off with me because she doesn't want to be with coworkers.",84554891,degradation,<damaged>,<damaged>,84554891
I am angry with my girlfriend and her friend over the way they treat my friend.,1823612031,betrayal,<no response>,<no response>,1823612031
I am annoy at my girlfriend follow her reaction to me not have a full erection during a long period of foreplay.,3775342718,betrayal,<no response>,<no response>,3775342718
I am annoy at my husband for go in to work on all of his day off.,3787396685,harm,<no response>,<no response>,3787396685
"I am annoy that my fiancé run away every single time he is upset, no matter how little it is? and then act like nothing ever happen.",2938712122,harm,harm,happen_48030000 destroying,2938712122
I am annoy that my friend always expect me to sit her dog for free.,682891195,cheating,liberty,synset-free-adjective-1,682891195
I am annoy with my boyfriend for not pay me the money he owe me.,3816232598,cheating,<no response>,<no response>,3816232598
I am at Cici's and need to prank three people at my table. Ideas?.,3806402126,harm,<no response>,<no response>,3806402126
I am attract to old men when I am a child. I still be today into adulthood.,3231586766,harm cheating,harm,synset-attract-verb-1,3231586766
I am ban from every McDonald’s store in the world but I still eat there.,4106230529,cheating harm,<no response>,<no response>,4106230529
I am be rude to my classmate and throw away my birthday gift from her.,1718819062,harm cheating,<no response>,<no response>,1718819062
I am boycott YouTube because of there crackdown on freedom of speech.,1740904708,cheating subversion,liberty,synset-freedom-noun-1,1740904708
I am bully in High school so bad it drive me to plant a fake bomb threat note on a bully to get rid of him.,3349619954,cheating,cheating harm,synset-bomb-noun-1 synset-bogus-adjectivesatellite-1,3349619954
I am chronically late to important thing and I use my niece’s battle with leukemia as an excuse.,4251591765,cheating,<no response>,<no response>,4251591765
"I am completely isolate from everyone. Friends, family, strangers, people at school.",469180080,harm,<no response>,<no response>,469180080
I am convince a homeless man on my street be an FBI agent watch me.,409933585,betrayal,<no response>,<no response>,409933585
I am convince that people post fake story on here to push political and social agenda.,1289232194,harm,<damaged>,<damaged>,1289232194
I am depressed and just want my boyfriend to break up with me.,3172144699,harm betrayal,<no response>,<no response>,3172144699
"I am depressed, lonely and have a bad habbit of visit escort from time to time.",1413028854,degradation,care,synset-bodyguard-noun-1 defend,1413028854
"I am disabled and unemployed, and I apply to job to get the response just to feel like I still exist.",289285050,subversion,<no response>,<no response>,289285050
I am discharge from therapy today after an intense year of constant monitoring.,2148932943,subversion,care,synset-therapy-noun-1 cure,2148932943
I am do great this quarter and now I am let everything fall apart and I don't know why.,958537334,cheating,<damaged>,<damaged>,958537334
I am donate blood tomorrow but mostly I am just do it to stop myself from self-harming.,1638604676,harm,<no response>,<no response>,1638604676
I am drink the moonshine I am save for my 21st birthday and I am bum about it.,561453737,harm,<no response>,<no response>,561453737
I am embarrass to be view as an 'immigrant' - I havespent my whole life in this country.,1109335760,cheating,<no response>,<no response>,1109335760
"I am emotionally cheat on my wife, but it is with a woman I amlieve be my soulmate.",3381534008,harm betrayal,subversion harm,synset-swindle-noun-1 offenses,3381534008
I am exceptionally nice to people who seem like school shooter material to survive the shoot if they ever snap.,4134545656,harm betrayal,care,synset-taw-noun-2,4134545656
I am excrutiatingly jealous of a guy know as 'Pokie' right now.,3664647787,cheating,<no response>,<no response>,3664647787
I am fail out of music school because of my medical issue and I feel like I am let everyone down.,2079269377,cheating,<no response>,<no response>,2079269377
I am falsely accuse of harassment. I no longer believe women.,2628589010,harm,harm,synset-harassment-noun-2,2628589010
"I am feed up with a customer, and ask my manager to ban them from the store.",3993574033,harm,care,synset-feed-noun-1,3993574033
I am for be unsure of my marriage and let my fiance know about it pretty late.,884677570,harm cheating,<damaged>,<damaged>,884677570
I am force to be a girl online for a year due to an ex friend of mine.,1153570767,cheating betrayal,<no response>,<no response>,1153570767
"I am friend with a stereotypical nerd. I am sit in a bar with him and while he wasn't looking, I grope his thigh with my hand pretending I would do it by accident.",900020505,harm,<no response>,<no response>,900020505
I am frustated about study and start drink alcohol almost daily.,4211742634,harm,<no response>,<no response>,4211742634
I am frustrate at a 14 year old girl who constantly talk about her personal problem.,3776978487,harm,<no response>,<no response>,3776978487
I am get kick out of my apartment by my roommate and I am fine with it.,2001410225,cheating betrayal,harm,causeharm kick_23020000,2001410225
I am giddy about cause my landlord more problem in his life.,2327319928,harm,<no response>,<no response>,2327319928
I am go to be kick out of university soon.havn't tell my parent.,3512538829,subversion,authority harm,synset-parent-noun-1 kick_23020000 causeharm,3512538829
I am go to leave my best friend of 3 year and she doesn't know.,2778338679,cheating betrayal,<no response>,<no response>,2778338679
I am go to open my relationship in an effort to sabotage it.,2170819931,betrayal,<no response>,<no response>,2170819931
I am gonna choke slam the next guy who passive-aggressively hit on me.,2038896996,subversion degradation,care harm,causeharm supply synset-choke-noun-2 experiencebodilyharm,2038896996
I am half-arsed in a relationship where my partner be fully devote.,658577470,betrayal,<damaged>,<damaged>,658577470
I am hang out with an old man until I realize how wrong it is.,2685736343,harm,<no response>,<no response>,2685736343
I am happy be alone and single than I ever be in any relationship.,4133689137,harm,<no response>,<no response>,4133689137
"I am happy to share my sour Jelly Belly's with you, but if take the red one I will secretly resent you.",1287267419,harm cheating,<no response>,<no response>,1287267419
I am hate my family although they are the only one who love and care about me.,1128340386,betrayal,care,care_31030200,1128340386
I am head to prison in 5 days. And I am not ready this time round.,3605206592,harm subversion,oppression,prison synset-prison-noun-1,3605206592
I am heckle at trivia for supposedly cheat and I yell back at the individual.,690690940,cheating,subversion harm,synset-swindle-noun-1 offenses,690690940
I am in a car accident tonight and my father didn’t ask if I am okay.,2119506246,harm,<no response>,<no response>,2119506246
I am in a downward spiral and feel like I am reach my critical mass.,611981218,cheating harm betrayal,<no response>,<no response>,611981218
I am in a happy relationship for 3 year BUT I can't stop fantasize other woman.,941955981,betrayal,<no response>,<no response>,941955981
I am in a live-in and also a long distance relationship and I want to end the live-in relationship but can't afford to.,3038980614,cheating betrayal harm,<no response>,<no response>,3038980614
I am in a relationship with a girl I meet online and I never tell my family about it and never will.,3715048236,betrayal subversion,loyalty,cometogether,3715048236
I am in love with a friend from California. She will never know.,3440907897,betrayal degradation,<no response>,<no response>,3440907897
"I am in love with a married man, and he say he is in love with me.",3886290509,cheating betrayal,<no response>,<no response>,3886290509
I am in love with my best friend and I don't know what to do.,2241533148,harm,<no response>,<no response>,2241533148
"I am in love with my best friend, who happen to be a good friend girlfriend.",4090436291,betrayal,harm,happen_48030000 destroying,4090436291
I am in love with two girl and I cannot meet them irl.help.,1606358157,betrayal,loyalty,cometogether,1606358157
I am in love with two people and I can’t be with either of them.,307369938,cheating betrayal harm,<no response>,<no response>,307369938
"I am in my 30's, and still find it funny when people miss their bus.",4272494414,cheating,<damaged>,<damaged>,4272494414
"I am in the Army, station in Oahu in the early 90s. We accidentally bring back some ant from train in Arkansas.",1115825800,harm,<no response>,<no response>,1115825800
"I am incapable of be happy, no one will ever love me, I have no one to turn to, But I am scar of the what I am go to do.",2436442091,harm,<damaged>,<damaged>,2436442091
I am intentionally put myself in a position to become a drug addict.,1550457008,harm,degradation care,synset-drug-noun-1,1550457008
I am jealous of my boyfriend to the point where I don't want to hear about his trip.,3986103743,harm cheating betrayal,<no response>,<no response>,3986103743
"I am leave for work, heckle a large rottweiler and get my Ferragamo loafer chew up.",3375897988,harm,harm,synset-chew-verb-1,3375897988
I am less than kind to an old woman who constantly show up too early.,1373771987,betrayal,<no response>,<no response>,1373771987
I am live the consequence of my past drug abuse and my husband STILL hasn't figure it out.,2796232615,cheating betrayal,degradation care harm,synset-maltreatment-noun-1 abusing synset-drug-noun-1,2796232615
I am mad at my brother for not pay me my $20 back for half a year.,3734771150,cheating,<no response>,<no response>,3734771150
I am mad at my friend after he withhold something serious from me.,132650955,betrayal,<no response>,<no response>,132650955
I am mad at my parent for buy expensive thing for my brother when to me they say to earn my own money.,1216619649,harm,authority,synset-parent-noun-1,1216619649
I am mad at my sister for say me and my friend names on an online game.,1799428259,harm,<no response>,<no response>,1799428259
I am mad my dad doesn't want to be in my son I didn't tell him abouts life.,3040024940,harm betrayal,<no response>,<no response>,3040024940
I am mad that my dad wouldn't co-sign on my car loan unless I buy a car he agree to.,3239189661,cheating,fairness,synset-agree-verb-1,3239189661
I am married and I want to bang a hot coworker who be into me.,2557416788,harm betrayal degradation cheating subversion,harm,synset-slam-verb-2,2557416788
"I am married, but in love with a married co-worker of a different race.",1984895216,cheating betrayal,loyalty,collaboration synset-colleague-noun-1,1984895216
I am mean to woman because they swipe me leave on Tinder too much.,155850599,harm,harm,causeharm synset-swipe-verb-1,155850599
I am more likely do do thing if it is contrary to people who annoy me.,1681594570,cheating,<no response>,<no response>,1681594570
I am more than 3 quarter through my course and I haven't get any physical proof of work.,1580343103,cheating subversion,harm,synset-one-fourth-noun-1 killing,1580343103
"I am motivate by hate in every way, but it help me too much to stop.",870651862,harm,care harm,synset-hate-noun-1 synset-help-verb-1 help_72000100 assistance,870651862
I am my own bad enemy and attack myself. I want to self harm.,2247693574,harm,harm,synset-injury-noun-1 attack synset-attack-noun-1,2247693574
"I am never one to get nervous but lately, since I haveventured in a new creative direction, when I get overwhelmed I feel like throw up.",11284653,degradation,<no response>,<no response>,11284653
I am not a huge fan of people say I love you to random people online.,879826983,harm,<no response>,<no response>,879826983
"I am not attract to actual people, only to anime character.",1936463156,harm betrayal degradation cheating subversion,harm,synset-attract-verb-1,1936463156
I am not convince that all ethnicity be equally intelligent.,2468812330,cheating,<no response>,<no response>,2468812330
"I am not fun to be around and since forever, I am stick in a vicious cycle of loneliness .",2192187245,subversion harm,<no response>,<no response>,2192187245
I am not interested in him but it is well than be alone sometimes.,182392722,betrayal,<no response>,<no response>,182392722
I am not racist actually the mexican be my friend but I strongly firmly believe they should all be deport to mexico.,2497915435,cheating,<no response>,<no response>,2497915435
"I am not racist or anything but I personally believe there be several benefit to slavery be reinstate in America, and this option should not be dismiss.",2149857122,harm,<no response>,<no response>,2149857122
"I am not suicidal, but sometimes I think about it for revenge.",2972390948,harm betrayal,harm,synset-retaliation-noun-1,2972390948
I am not sure if I can be strong enough to get through the next two week.,2689931700,harm,<no response>,<no response>,2689931700
I am nota racist but every time I drink I yell racial slur at people from my apartment window.,650125773,harm cheating,cheating harm,synset-racist-noun-1,650125773
"I am obsess with the idea of be a serial impregnator, but I don't want to ruin anyone's life.",4058652805,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,4058652805
"I am one of the bad employees, but yet I still keep get promoted and recently get a very lucrative job offer.",818489053,cheating,care oppression,synset-keep-verb-1,818489053
I am overwhelm with guilt over a friend who disappear even though the cop know what really happen.,3980534772,harm,care harm,happen_48030000 destroying synset-bull-noun-5,3980534772
I am partially responsible for 1 death and 7 injured people.,2412844380,harm,harm,death synset-death-noun-1,2412844380
I am partly responsible for the whole internet's claim about the wonder of essential oils.,3835502903,cheating betrayal,<no response>,<no response>,3835502903
"I am physically and mentally sick, and I would rather he homeless than spend another day be abuse by my wife's family.",3652266564,harm,harm,synset-maltreatment-noun-1 abusing,3652266564
I am piss at my Veteran husband for get piss drunk on Veterans Day.,551753671,harm degradation,<damaged>,<damaged>,551753671
I am piss at my friend who have be brag about be high for the past week.,2279348475,harm subversion,<damaged>,<damaged>,2279348475
I am piss off that my new counterpart at my job ask for a day off that I want to take off.,2594185029,cheating,<damaged>,<damaged>,2594185029
I am pretty blunt when I give my opinion to the other staff members.,1133451392,harm subversion,care,synset-staff-noun-1,1133451392
I am pretty happy about the dead bum that get find behind where I work.,2369460513,cheating,care,synset-detect-verb-1,2369460513
I am project my own infidelity on my gf. And it hurt to suffer from constant jealousy.,770187025,harm,betrayal cheating harm,causeharm catastrophe synset-ache-verb-3 synset-infidelity-noun-1 suffer_31030400 synset-suffer-verb-2 hurt_40081000 experiencebodilyharm,770187025
I am quite good and enjoy use the Internet to find out everything about people.,1743133895,harm subversion,care,synset-detect-verb-1,1743133895
"I am racist, as racism be a result of clear, rational thought, and not stupidity.",2115116246,harm cheating,cheating harm,synset-racism-noun-2 synset-racist-noun-1,2115116246
I am raise as a Christian mainly by my extremely care grandfather and I am start to doubt my religion but I know it will crush him.,64827074,cheating,care harm,synset-beat-verb-1 synset-care-noun-1,64827074
"I am really lonely, and I am afraid I won't be afraid when my time come because I have nothing to lose.",470950786,harm,harm,synset-lose-verb-1 attack lose_13020000,470950786
I am really upset at my mom for take money from me? do I overreact.,509613956,harm,<no response>,<no response>,509613956
"I am really, really crazy. I really never know how or if I can handle it.",2828343598,harm,<no response>,<no response>,2828343598
I am rude to all doctor whether in social situation or practice - since they are selective over whom they arerate for have tattoo.,40578914,harm degradation,care,synset-doctor-noun-1,40578914
I am sacrifice my psychological and physical health to maintain medical qualification for education.,1264854363,cheating,care oppression,synset-keep-verb-1,1264854363
I am scar of mentally ill people when I am mentally ill too.,2148341042,harm,<no response>,<no response>,2148341042
I am scar of my father for something that happen 8 year ago.,2122061062,harm,harm,happen_48030000 destroying,2122061062
"I am scar to put myself out there to try and date, but know I have to because I won't survive if i stay this lonely.",1113794764,harm,<damaged>,<damaged>,1113794764
I am secretly go to massage parlor for happy endings..girlfriend have no idea.,1528372290,degradation,care,synset-massage-verb-1,1528372290
I am secretly plot to get people who work for my company fire.,3197638259,harm cheating,<no response>,<no response>,3197638259
I am selfish. I let my best friend in the world suffer for years.,3714520786,harm,harm,catastrophe suffer_31030400 synset-suffer-verb-2,3714520786
I am sell 2 of my Apple stock so that my dad doesn't have to worry about my college textbooks this quarter.,3287098932,subversion,harm,synset-one-fourth-noun-1 killing,3287098932
I am send my dad to the bad retirement home I can find when he is old.,1313740776,harm,care,synset-detect-verb-1,1313740776
"I am severely unhappy in my marriage, and in love with my co worker.",1234638937,cheating,<no response>,<no response>,1234638937
"I am sick and tired of people make excuses, sick of this war.",2412189024,betrayal degradation,harm,synset-war-noun-1,2412189024
I am skeptical when someone on reddit say they are mentally unhealthy.,2278889950,cheating,<no response>,<no response>,2278889950
"I am sleep with my best friend's wife, and I don't intend to stop.",4157413051,harm betrayal cheating,<no response>,<no response>,4157413051
I am so annoyed that people I know treat be single like an illness.,531109835,cheating,care,synset-dainty-noun-1,531109835
I am so bored in my relationship and I can't wait for it to end. A few confession in this one..,528162982,betrayal harm,<no response>,<no response>,528162982
I am so jealous of people who've be strangle to death by a nerd's thigh that I cry about it sometimes.,769926142,degradation,<damaged>,<damaged>,769926142
I am so jealous when people post about their sobriety. The man I love die an addict.,4231601588,harm,harm,death die_48020000 synset-die-verb-1,4231601588
I am somewhat of a hypocrite for post mock content on the internet about people who stoop to low of humanity on the internet.,985607671,harm,care,synset-humanness-noun-1,985607671
"I am sorry I promise the world, I didn't know how hard it would be to get.",3174373763,harm,<no response>,<no response>,3174373763
I am stalk by a man for a year and it lead to me fail out of college.,587994965,subversion,<no response>,<no response>,587994965
I am start to like the guy who's set me up with one of his friend.,4220131052,harm,<no response>,<no response>,4220131052
I am start to think that I might be on the autism spectrum.,1710101747,harm,fairness,regard,1710101747
I am still in love with a girl i break up with and karma be get to me now.,3111065956,betrayal,<no response>,<no response>,3111065956
I am still obsess with the guy who my wife catch me flirt with.,3446937216,harm betrayal,<no response>,<no response>,3446937216
I am still salty about Moonlight win best picture over La La Land.,525670260,harm,<no response>,<no response>,525670260
I am superstitious about number and always stop pump gas in my car when the price feel good not when the tank be full.,381364910,harm,<damaged>,<damaged>,381364910
"I am suppose to study at the library, it I end up browse away instead.",1834621142,subversion,<no response>,<no response>,1834621142
I am suspicious and lightly irritate that my MIL be manipulate me/us.,1896225002,subversion,<no response>,<no response>,1896225002
I am suspicious of everyone around me and it’s ruin my social life.,2303531511,betrayal,<no response>,<no response>,2303531511
I am terrified to go into work tomorrow and I have no real reason to be.,2824608118,harm,<no response>,<no response>,2824608118
I am terrify of get pregnant and obsessively take pregnancy tests.,614078601,harm,<damaged>,<damaged>,614078601
I am terrify that if I get left alone for too long I may end up dead.,1039800209,harm,<no response>,<no response>,1039800209
I am texting with a few 15-16 year old girl and I tell them I just turn 20.,2843940981,cheating,<no response>,<no response>,2843940981
I am that one annoy kid that always remind teacher about homework because my classmate would steal my pencil and erasers.,2157653122,cheating,<no response>,<no response>,2157653122
I am the guy who keep tell people who be suicidal to jump and do a flip.,2510756121,degradation,care oppression,synset-keep-verb-1,2510756121
I am the most scared I haveever be in my entire life right now.,3085833752,harm,<no response>,<no response>,3085833752
I am the reason why my Dad and stepmother be ostracize from their family and friend for year which ultimately lead to their divorce.,1502687266,harm,<damaged>,<damaged>,1502687266
I am think of quit my job for youtube and nobody know yet.. Still not sure.,3953728148,subversion,<damaged>,<damaged>,3953728148
I am tire of all the hate in the world and like to imagine what it would be like if everyone find mutual ground and get along.,3911724208,harm,care harm,synset-hate-noun-1 synset-detect-verb-1,3911724208
I am tire of my sister-in-law and wish we never try to help her have a good life.,2258967622,betrayal,care,synset-help-verb-1 help_72000100 assistance,2258967622
I am tire of torture myself when I think about my cheating ex who give me mycoplasma.,442375855,cheating betrayal,fairness harm,regard synset-torture-noun-5,442375855
I am too honest with people and call them out when its none of my business.,4146993912,harm,<damaged>,<damaged>,4146993912
